text,adv_text,label,label_id,reference
"<<Passage>> While shopping for music online, Faye bought 2 country albums and 3 pop albums.  Each album came with a lyric sheet and had 6 songs<<Question>> How many songs did Faye buy total? ","<<Passage>>While shopping for music online in a room of 100 cubic feet, Faye bought 2 country albums and 3 pop albums. Each album came with a lyric sheet and had 6 songs. After the purchase, the volume of the room seemed to expand to 120 cubic feet with the addition of the new music.<<Question>> How many songs did Faye buy total? ",30.0,30.0,"Explanation: Faye bought 2 country albums and 3 pop albums, making a total of 5 albums. Each album has 6 songs. Therefore, to find the total number of songs Faye bought, we multiply the total number of albums (5) by the number of songs in each album (6). 5 multiplied by 6 equals 30."
"<<Passage>> Adam had 48 books<<Question>> If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ","<<Passage>>Adam had 48 books, weighing a total of 200 pounds. After adding more books, the total weight increased to 250 pounds.<<Question>> If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67.0,67.0,"Explanation: Adam initially had 48 books. He sold 19 of them, so we subtract 19 from 48 which gives us 29. Then, he bought 38 new books. We add this 38 to the remaining 29 books, which gives us a total of 67 books."
"<<Passage>> Zoe had 6 songs on her mp3 player<<Question>> If she deleted 3 old songs from it and then added 20 new songs, how many songs does she have on her mp3 player? ","<<Passage>>Zoe had 6 songs on her mp3 player, which initially had a volume of 10 cubic feet. After adding more songs, the volume increased to 20 cubic feet.<<Question>> If she deleted 3 old songs from it and then added 20 new songs, how many songs does she have on her mp3 player? ",23.0,23.0,"Explanation: Zoe initially had 6 songs on her mp3 player. She deleted 3 songs, so she was left with 6 - 3 = 3 songs. Then she added 20 new songs to her mp3 player, so the total number of songs became 3 + 20 = 23."
<<Passage>> Henry had 11 dollars.  For his birthday he got 18 more dollars but spent 10 on a new game<<Question>> How much money does he have now? ,"<<Passage>>Henry, who weighs 150 pounds, had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. After eating his birthday cake, his weight increased to 160 pounds.<<Question>> How much money does he have now? ",19.0,19.0,"Explanation: Henry initially had 11 dollars. For his birthday, he received an additional 18 dollars, bringing his total to 29 dollars (11 + 18). However, he spent 10 dollars on a new game, so we subtract 10 from 29. This leaves him with 19 dollars (29 - 10)."
<<Passage>> In fourth grade there were 11 students at the start of the year.  During the year 6 students left and 42 new students came to school<<Question>> How many students were in fourth grade at the end? ,"<<Passage>>In fourth grade there were 11 students at the start of the year in a classroom of 500 square feet. During the year 6 students left and 42 new students came to school, the classroom was expanded to 800 square feet to accommodate everyone.<<Question>> How many students were in fourth grade at the end? ",47.0,47.0,"Explanation: At the start of the year, there were 11 students in fourth grade. During the year, 6 students left, so we subtract 6 from 11 to get 5. Then, 42 new students came to school, so we add 42 to 5. 5 and 42 make 47."
<<Passage>> Frank and his friend were buying trick decks from the magic shop for 7 dollars each<<Question>> How much did they spend if Frank bought 3 decks and his friend bought 2 decks? ,"<<Passage>>Frank and his friend were buying trick decks from the magic shop for 7 dollars each. The weight of the decks they bought initially was 200 pounds, but after buying more, it increased to 250 pounds.<<Question>> How much did they spend if Frank bought 3 decks and his friend bought 2 decks? ",35.0,35.0,"Explanation: To find the total amount spent, we multiply the number of decks bought by each person by the cost of each deck. Frank bought 3 decks, so he spent 3 * 7 = 21 dollars. His friend bought 2 decks, so he spent 2 * 7 = 14 dollars. Adding these together, we get 21 + 14 = 35 dollars."
"<<Passage>> Isabel uploaded 2 pictures from her phone and 4 from her camera to facebook<<Question>> If she sorted the pics into 3 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ","<<Passage>>Isabel uploaded 2 pictures from her phone when the humidity was at 30%. Then, as the humidity rose to 50%, she uploaded 4 more from her camera to Facebook.<<Question>> If she sorted the pics into 3 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",2.0,2.0,"Explanation: First, we find the total number of pictures Isabel uploaded to Facebook. She uploaded 2 from her phone and 4 from her camera, which gives us a total of 2 + 4 = 6 pictures. Then, we divide this total by the number of albums to find out how many pictures are in each album. Since there are 3 albums, we divide 6 by 3, which gives us 2 pictures per album."
"<<Passage>> Tiffany uploaded 7 pictures from her phone and 13 from her camera to facebook<<Question>> If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ","<<Passage>>Tiffany uploaded 7 pictures from her phone to Facebook when the humidity was 30%. Then, as the humidity increased to 45%, she uploaded 13 more pictures from her camera.<<Question>> If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",4.0,4.0,"Explanation: First, we need to find out how many pictures Tiffany uploaded in total. She uploaded 7 pictures from her phone and 13 from her camera, so we add these two numbers together to get 20 pictures in total. Then, we divide the total number of pictures by the number of albums to find out how many pictures are in each album. 20 divided by 5 equals 4, so there are 4 pictures in each album."
"<<Passage>> Mike made 69 dollars mowing lawns over the summer<<Question>> If he spent 24 dollars buying new mower blades, how many 5 dollar games could he buy with the money he had left? ","<<Passage>>Mike, weighing 150 pounds, made 69 dollars mowing lawns over the summer. After all the physical work, he gained weight and now weighs 200 pounds.<<Question>> If he spent 24 dollars buying new mower blades, how many 5 dollar games could he buy with the money he had left? ",9.0,9.0,"Explanation: First, we need to find out how much money Mike has left after buying new mower blades. He made 69 dollars and spent 24 dollars on blades, so he has 69 - 24 = 45 dollars left. Then, we divide the remaining money by the cost of each game to find out how many games he can buy. Each game costs 5 dollars, so he can buy 45 / 5 = 9 games."
"<<Passage>> A new building needed 14 windows.  The builder had already installed 8 of them<<Question>> If it takes 8 hours to install each window, how long will it take him to install the rest? ","<<Passage>>A new building needed 14 windows. The builder had already installed 8 of them, with the weight of the building materials increasing from 2000 kg to 2500 kg.<<Question>> If it takes 8 hours to install each window, how long will it take him to install the rest? ",48.0,48.0,"Explanation: The builder needs to install 14 - 8 = 6 more windows. Since it takes 8 hours to install each window, it will take him 6 * 8 = 48 hours to install the rest."
"<<Passage>> There were 6 girls and 48 boys trying out for the schools basketball team<<Question>> If only 7 of them got called back, how many students didn't make the cut? ","<<Passage>>There were 6 girls and 48 boys trying out for the schools basketball team. The average weight of the players was initially 120 pounds, but with the new players, it increased to 150 pounds.<<Question>> If only 7 of them got called back, how many students didn't make the cut? ",47.0,47.0,"Explanation: First, we add the number of girls (6) and boys (48) who tried out for the team to find the total number of students who tried out, which is 54. Then, we subtract the number of students who got called back (7) from the total number of students who tried out (54). The result is the number of students who didn't make the cut. 54 - 7 equals 47."
"<<Passage>> Wendy bought 4 new chairs and 4 new tables for her house<<Question>> If she spent 6 minutes on each piece furniture putting it together, how many minutes did it take her to finish? ","<<Passage>>Wendy bought 4 new chairs and 4 new tables for her house, which initially weighed 400 pounds. After the purchase, the weight of the house increased to 600 pounds.<<Question>> If she spent 6 minutes on each piece furniture putting it together, how many minutes did it take her to finish? ",48.0,48.0,"Explanation: Wendy bought 4 chairs and 4 tables, making a total of 8 pieces of furniture. If she spent 6 minutes on each piece, we multiply the total number of pieces (8) by the time spent on each (6). 8 multiplied by 6 equals 48."
"<<Passage>> The school cafeteria ordered 37 red apples and 45 green apples for students lunches<<Question>> But, if only 51 students wanted fruit, how many extra did the cafeteria end up with? ","<<Passage>>The school cafeteria, which initially had a total weight of 50 pounds of apples, ordered 37 red apples and 45 green apples for students lunches. After the order, the total weight of apples increased to 70 pounds.<<Question>> But, if only 51 students wanted fruit, how many extra did the cafeteria end up with? ",31.0,31.0,"Explanation: First, we find the total number of apples ordered by the cafeteria by adding the number of red apples (37) and green apples (45). This gives us 82. Then, we subtract the number of students who wanted fruit (51) from the total number of apples. 82 minus 51 equals 31, which is the number of extra apples the cafeteria ended up with."
"<<Passage>> April's discount flowers was having a sale where each flower was 6 dollars<<Question>> If Maria bought 7 roses and 3 daisies, how much did she spend? ","<<Passage>>April's discount flowers was having a sale where each flower was 6 dollars, at a comfortable 30% humidity. As the day went on, the humidity rose to 45%.<<Question>> If Maria bought 7 roses and 3 daisies, how much did she spend? ",60.0,60.0,"Explanation: To find out how much Maria spent, we need to multiply the total number of flowers she bought (7 roses + 3 daisies = 10 flowers) by the price of each flower (6 dollars). So, 10 flowers * 6 dollars/flower = 60 dollars."
<<Passage>> For Halloween Bianca received 78 pieces of candy.  She ate 30 pieces then placed the rest into piles with 8 in each pile<<Question>> How many piles could she make? ,"<<Passage>>For Halloween Bianca, who weighs 150 pounds, received 78 pieces of candy. She ate 30 pieces then placed the rest into piles with 8 in each pile. After eating the candy, her weight increased to 160 pounds.<<Question>> How many piles could she make? ",6.0,6.0,"Explanation: Bianca initially had 78 pieces of candy. After eating 30 pieces, she was left with 78 - 30 = 48 pieces. Since each pile contains 8 pieces, the number of piles she could make is 48 / 8 = 6."
"<<Passage>> Luke was organizing his baseball cards in a binder with 3 on each page<<Question>> If he had 3 new cards and 9 old cards to put in the binder, how many pages would he use? ","<<Passage>>Luke was organizing his baseball cards in a binder with 3 on each page. Initially, the binder weighed 0 pounds, but after adding all the cards, it weighed 10 pounds.<<Question>> If he had 3 new cards and 9 old cards to put in the binder, how many pages would he use? ",4.0,4.0,"Explanation: Luke has a total of 3 new cards and 9 old cards, which makes 12 cards in total. Since he can put 3 cards on each page, we divide the total number of cards (12) by the number of cards per page (3). 12 divided by 3 equals 4. So, Luke would use 4 pages in his binder."
"<<Passage>> For the school bake sale Chloe made 28 cupcakes<<Question>> If she sold 25 of them and then made 8 more, how many cupcakes would she have? ","<<Passage>>For the school bake sale Chloe made 28 cupcakes, initially weighing 10 pounds. After adding some more ingredients, the total weight of the cupcakes increased to 15 pounds.<<Question>> If she sold 25 of them and then made 8 more, how many cupcakes would she have? ",11.0,11.0,"Explanation: Chloe initially made 28 cupcakes. She then sold 25 cupcakes, leaving her with 28 - 25 = 3 cupcakes. After making 8 more cupcakes, she would have 3 + 8 = 11 cupcakes."
"<<Passage>> Janet was playing a video game and had 38 lives.  In a hard part of the game she lost 16 lives<<Question>> If she got 32 more lives in the next level, how many lives would she have? ","<<Passage>>Janet was playing a video game and had 38 lives. The volume of the game was at 50 decibels. In a hard part of the game she lost 16 lives, and in frustration, she turned up the volume to 70 decibels.<<Question>> If she got 32 more lives in the next level, how many lives would she have? ",54.0,54.0,"Explanation: Janet initially had 38 lives. She lost 16 lives, so we subtract 16 from 38 which gives us 22. She then gained 32 more lives. So we add 32 to the 22 lives she had left, which gives us 54 lives. Therefore, Janet would have 54 lives."
"<<Passage>> In a video game, each enemy defeated gives you 9 points<<Question>> If a level has 11 enemies total and you destroy all but 3 of them, how many points would you earn? ","<<Passage>>In a video game, each enemy defeated gives you 9 points. As you start off with a speed of 10 mph, your speed increases to 20 mph as you continue playing.<<Question>> If a level has 11 enemies total and you destroy all but 3 of them, how many points would you earn? ",72.0,72.0,"Explanation: In the video game, each enemy defeated gives 9 points. If a level has 11 enemies and you destroy all but 3 of them, that means you defeat 11 - 3 = 8 enemies. Therefore, the total points you earn would be 8 * 9 = 72."
"<<Passage>> Tiffany had 6 pages of math homework and 4 pages of reading homework<<Question>> If each page had 3 problems on it, how many problems did she have to complete total? ","<<Passage>>Tiffany, who weighs 100 pounds, had 6 pages of math homework and 4 pages of reading homework. After completing her homework, she weighed herself again and found she was now 120 pounds.<<Question>> If each page had 3 problems on it, how many problems did she have to complete total? ",30.0,30.0,"Explanation: Firstly, we need to find the total number of pages of homework Tiffany had. This is done by adding the number of pages of math homework (6) and reading homework (4), which gives us 10 pages. Since each page has 3 problems, to find the total number of problems, we multiply the number of pages (10) by the number of problems per page (3). Therefore, 10 multiplied by 3 equals 30."
"<<Passage>> At the fair there were 10 people in line for the bumper cars<<Question>> If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line? ","<<Passage>>At the fair where the humidity was initially at 30%, there were 10 people in line for the bumper cars. As more people joined, the humidity rose to 50%.<<Question>> If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line? ",10.0,10.0,"Explanation: To find the total number of people in line for the bumper cars, we start with the initial number of people (10). Then, we subtract the number of people who got tired and left (2), which leaves us with 8 people. Finally, we add the number of new people who got in line (2). So, 8 plus 2 equals 10."
"<<Passage>> Ned had 15 video games but 6 of them weren't working<<Question>> If he wanted to sell the working games for $7 each, how much money could he earn? ","<<Passage>>Ned had 15 video games, weighing a total of 200 pounds, but 6 of them weren't working. After removing the non-working ones, the total weight reduced to 150 pounds.<<Question>> If he wanted to sell the working games for $7 each, how much money could he earn? ",63.0,63.0,"Explanation: First, we need to find out how many video games are working. Ned had 15 video games and 6 of them weren't working. So, he had 15 - 6 = 9 working video games. If he wanted to sell each working game for $7, the total amount of money he could earn would be 9 * $7 = $63."
<<Passage>>There are 24 bicycles and 14 tricycles in the storage area at Danny's apartment building.  Each bicycle has 2 wheels and each tricycle has 3 wheels<<Question>> How many wheels are there in all?,"<<Passage>>There are 24 bicycles and 14 tricycles in the storage area at Danny's apartment building, which initially has an area of 200 square feet. Each bicycle has 2 wheels and each tricycle has 3 wheels. The area of the storage increases to 300 square feet.<<Question>> How many wheels are there in all?",90.0,90.0,"Explanation: First, we find the total number of wheels for bicycles by multiplying the number of bicycles (24) by 2 (since each bicycle has 2 wheels). This gives us 48 wheels. Then, we find the total number of wheels for tricycles by multiplying the number of tricycles (14) by 3 (since each tricycle has 3 wheels). This gives us 42 wheels. Finally, we add the total number of bicycle wheels (48) and tricycle wheels (42) to get the total number of wheels, which is 90."
"<<Passage>> Janet picked 4 tulips and 11 roses to make flower bouquets<<Question>> If she only used 11 of the flowers though, how many extra flowers did Janet pick? ","<<Passage>>Janet, who weighs 50 pounds, picked 4 tulips and 11 roses to make flower bouquets. After picking the flowers, her weight increased to 60 pounds due to the weight of the flowers.<<Question>> If she only used 11 of the flowers though, how many extra flowers did Janet pick? ",4.0,4.0,"Explanation: Janet picked a total of 4 tulips and 11 roses, which makes 15 flowers. If she only used 11 of the flowers, then she had 4 extra flowers. This is calculated by subtracting the number of flowers used (11) from the total number of flowers picked (15). So, 15 - 11 = 4."
<<Passage>> A store had 34 oranges in a bin<<Question>> If they threw away 20 of the old ones and put 13 new ones in the bin how many would be in the bin? ,"<<Passage>>A store had 34 oranges in a bin, which weighed 500 pounds. After adding more oranges, the weight increased to 600 pounds.<<Question>> If they threw away 20 of the old ones and put 13 new ones in the bin how many would be in the bin? ",27.0,27.0,"Explanation: The store initially had 34 oranges. They threw away 20 oranges, leaving them with 34 - 20 = 14 oranges. They then added 13 new oranges to the bin, increasing the total to 14 + 13 = 27 oranges."
"<<Passage>> For Halloween Katie and her sister combined the candy they received.  Katie had 8 pieces of candy while her sister had 23<<Question>> If they ate 8 pieces the first night, how many pieces do they have left? ","<<Passage>>For Halloween Katie and her sister, who together weigh 100 pounds, combined the candy they received. Katie had 8 pieces of candy while her sister had 23. After eating some candy, they now weigh 120 pounds.<<Question>> If they ate 8 pieces the first night, how many pieces do they have left? ",23.0,23.0,"Explanation: First, we add the number of candies Katie and her sister have together, which is 8 (Katie's candies) + 23 (her sister's candies) = 31 candies in total. Then, we subtract the number of candies they ate the first night, which is 8. So, 31 - 8 = 23 candies left."
"<<Passage>> Edward bought 79 tickets at the state fair.  He spent 23 tickets at the 'dunk a clown' booth and decided to use the rest on rides<<Question>> If each ride cost 7 tickets, how many rides could he go on? ","<<Passage>>Edward, who weighs 200 pounds, bought 79 tickets at the state fair. He spent 23 tickets at the 'dunk a clown' booth and decided to use the rest on rides. After all the fair food, his weight goes up to 250 pounds.<<Question>> If each ride cost 7 tickets, how many rides could he go on? ",8.0,8.0,"Explanation: First, we need to find out how many tickets Edward has left after spending 23 at the 'dunk a clown' booth. We do this by subtracting 23 from 79, which gives us 56 tickets. Then, since each ride costs 7 tickets, we divide the remaining number of tickets (56) by the cost of each ride (7). This gives us 8. Therefore, Edward can go on 8 rides."
"<<Passage>> John had 5 action figures, but needed 7 total for a complete collection<<Question>> If each one costs $5, how much money would he need to finish his collection? ","<<Passage>>John had 5 action figures, which weighed a total of 50 pounds, but needed 7 total for a complete collection. When he got the remaining two, the total weight went up to 60 pounds.<<Question>> If each one costs $5, how much money would he need to finish his collection? ",10.0,10.0,"Explanation: John already has 5 action figures and needs 7 in total. This means he needs to buy 7 - 5 = 2 more action figures. Each action figure costs $5, so the total cost for the 2 action figures would be 2 * $5 = $10."
"<<Passage>> Mike had 16 video games but 8 of them weren't working<<Question>> If he wanted to sell the working games for $7 each, how much money could he earn? ","<<Passage>>Mike had 16 video games, weighing a total of 200 pounds, but 8 of them weren't working. After he got them fixed, the total weight of the video games increased to 250 pounds.<<Question>> If he wanted to sell the working games for $7 each, how much money could he earn? ",56.0,56.0,"Explanation: First, we need to find out how many video games are working. Mike had 16 video games and 8 of them weren't working. So, the number of working video games is 16 - 8 = 8. If he wanted to sell the working games for $7 each, the total amount of money he could earn is 8 * $7 = $56."
"<<Passage>> At a restaurant each adult meal costs $3 and kids eat free<<Question>> If a group of 12 people came in and 7 were kids, how much would it cost for the group to eat? ","<<Passage>>At a restaurant, where the temperature is 68 degrees Fahrenheit, each adult meal costs $3 and kids eat free. As more customers come in, the temperature rises to 75 degrees Fahrenheit.<<Question>> If a group of 12 people came in and 7 were kids, how much would it cost for the group to eat? ",15.0,15.0,"Explanation: In order to find the total cost for the group to eat, we need to multiply the number of adults by the cost of an adult meal. Since kids eat free, they do not add to the cost. The number of adults is the total number of people (12) minus the number of kids (7), which is 5. The cost of an adult meal is $3, so the total cost is 5 adults times $3 per adult, which is $15."
"<<Passage>> Roger had 68 dollars<<Question>> If he spent 47 bucks on a new game, how many 7 dollar toys could he buy with the money he had left? ","<<Passage>>Roger had 68 dollars and weighed 150 pounds. After a hearty meal, he weighed 160 pounds.<<Question>> If he spent 47 bucks on a new game, how many 7 dollar toys could he buy with the money he had left? ",3.0,3.0,"Explanation: First, we need to find out how much money Roger had left after buying the game. We do this by subtracting the cost of the game (47 dollars) from the total amount of money Roger had (68 dollars). This gives us 21 dollars. Then, we divide the remaining money (21 dollars) by the cost of one toy (7 dollars) to find out how many toys Roger can buy. The result is 3 toys."
"<<Passage>> While playing a trivia game, Adam answered 5 questions correct in the first half and 5 questions correct in the second half<<Question>> If each question was worth 5 points, what was his final score? ","<<Passage>>While playing a trivia game, Adam answered 5 questions correct in the first half when the room humidity was 30%. In the second half, the humidity increased to 45% and he answered 5 more questions correctly.<<Question>> If each question was worth 5 points, what was his final score? ",50.0,50.0,"Explanation: Adam answered a total of 5 questions in the first half and 5 questions in the second half, making a total of 10 questions. Since each question is worth 5 points, we multiply the number of questions answered correctly (10) by the points per question (5). 10 multiplied by 5 equals 50."
"<<Passage>> Edward had 43 books<<Question>> If he sold 19 of them and used the money he earned to buy 14 new books, how many books would Edward have? ","<<Passage>>Edward had 43 books, which weighed a total of 200 pounds. After adding some more books, the total weight became 250 pounds.<<Question>> If he sold 19 of them and used the money he earned to buy 14 new books, how many books would Edward have? ",38.0,38.0,"Explanation: Edward initially had 43 books. He then sold 19 books, which leaves him with 43 - 19 = 24 books. Edward then bought 14 new books, increasing his total to 24 + 14 = 38 books."
<<Passage>> For homework Amy had 18 math problems and 6 spelling problems<<Question>> If she can finish 4 problems in an hour how long will it take her to finish all the problems? ,"<<Passage>>For homework Amy had 18 math problems and 6 spelling problems. Initially, her backpack weighed 30 kg, but after adding her textbooks, it weighed 40 kg.<<Question>> If she can finish 4 problems in an hour how long will it take her to finish all the problems? ",6.0,6.0,"Explanation: First, we need to find the total number of problems Amy has for homework. This is done by adding the number of math problems (18) and spelling problems (6) which gives us 24 problems. If Amy can finish 4 problems in an hour, we divide the total number of problems (24) by the number of problems she can finish in an hour (4). 24 divided by 4 equals 6. Therefore, it will take Amy 6 hours to finish all her homework."
"<<Passage>> Maria picked 48 carrots from her garden<<Question>> If she threw out 11 of them and then picked 15 more the next day, how many carrots would she have total? ","<<Passage>>Maria, who weighs 100 pounds, picked 48 carrots from her garden. After carrying all the carrots, her weight increased to 120 pounds.<<Question>> If she threw out 11 of them and then picked 15 more the next day, how many carrots would she have total? ",52.0,52.0,"Explanation: Maria initially picked 48 carrots. She threw out 11, so we subtract 11 from 48 which gives 37. The next day, she picked 15 more. We add this 15 to the 37 remaining from the previous day, which gives a total of 52 carrots."
"<<Passage>> April's discount flowers was having a sale where each rose was 9 dollars<<Question>> If April started with 11 roses and had 8 roses left, how much money did she earn? ","<<Passage>>April's discount flowers was having a sale where each rose was 9 dollars. The humidity in the shop was initially 40%, but as the day progressed, it increased to 60%.<<Question>> If April started with 11 roses and had 8 roses left, how much money did she earn? ",27.0,27.0,"Explanation: April started with 11 roses and had 8 roses left, which means she sold 3 roses (11 - 8 = 3). Each rose was sold for 9 dollars, so she earned 27 dollars (3 * 9 = 27)."
<<Passage>> A store had 40 coloring books in stock.  They ended up putting them on sale and getting rid of 20 of them.  The put the ones they still had onto shelves with 4 on each shelf<<Question>> How many shelves did they use? ,"<<Passage>>A store had 40 coloring books in stock, weighing a total of 200 pounds. They ended up putting them on sale and getting rid of 20 of them, reducing the total weight to 100 pounds. They put the ones they still had onto shelves with 4 on each shelf.<<Question>> How many shelves did they use? ",5.0,5.0,"Explanation: The store initially had 40 coloring books. They sold 20, leaving them with 40 - 20 = 20 coloring books. They then placed these on shelves, with 4 on each shelf. To find out how many shelves they used, we divide the total number of books by the number of books per shelf. So, 20 ÷ 4 = 5 shelves were used."
"<<Passage>> For the school bake sale Bianca made 14 cupcakes<<Question>> If she sold 6 of them and then made 17 more, how many cupcakes would she have? ","<<Passage>>For the school bake sale Bianca made 14 cupcakes, starting from a weight of 0 pounds of ingredients, she ended up with 14 pounds of cupcakes.<<Question>> If she sold 6 of them and then made 17 more, how many cupcakes would she have? ",25.0,25.0,"Explanation: Bianca initially made 14 cupcakes. She then sold 6 of them, leaving her with 14 - 6 = 8 cupcakes. She then made 17 more cupcakes, bringing her total to 8 + 17 = 25 cupcakes."
