text,adv_text,label,label_id,reference
<<Passage>>It took Amanda 2 hours to stroll to Kimberly's house at 4 miles per hour<<Question>> How far is it between Amanda's house and Kimberly's house?,"<<Passage>>It took Amanda 2 hours to stroll to Kimberly's house at 4 miles per hour, starting in a comfortable 70 degrees Fahrenheit weather. By the time she reached, the temperature had risen to a warm 85 degrees Fahrenheit.<<Question>> How far is it between Amanda's house and Kimberly's house?",8.0,8.0,"Explanation: To find the distance between Amanda's house and Kimberly's house, we multiply the time it took Amanda to get there (2 hours) by her speed (4 miles per hour). So, 2 hours times 4 miles per hour equals 8 miles."
<<Passage>>There were 9 red orchids and 3 white orchids in the vase . Sally cut some red orchids from her flower garden . There are now 15 red orchids in the vase <<Question>> How many red orchids did she cut ? ,"<<Passage>>There were 9 red orchids and 3 white orchids in the vase. Sally cut some red orchids from her flower garden. There are now 15 red orchids covering an area of 30 square meters in the vase, which has also 3 white orchids. The total area covered by the red and white orchids in the vase is now 50 square meters.<<Question>> How many red orchids did she cut ? ",6.0,6.0,"Explanation: To find the number of red orchids Sally cut, we subtract the initial number of red orchids in the vase (9) from the final number of red orchids in the vase (15). 15 - 9 = 6. Therefore, Sally cut 6 red orchids."
<<Passage>> Johnny practiced for the track team and ran 3 laps per minute<<Question>> How many minutes did it take Johnny to run 10 laps?,<<Passage>>Johnny practiced for the track team and ran 3 laps per minute. The humidity increased from 30% to 45% during his practice.<<Question>> How many minutes did it take Johnny to run 10 laps?,3.33333,3.33333,"Explanation: To find out how many minutes Johnny took to run 10 laps, we divide the total number of laps (10) by the number of laps he runs per minute (3). 10 divided by 3 equals approximately 3.33333."
<<Passage>> Connie has 39 marbles. Juan has 25 more marbles than Connie<<Question>> How many marbles does Juan have?,<<Passage>>Connie has 39 marbles with a luminosity of 10 lux. Juan has 25 more marbles than Connie with a luminosity of 100 lux.<<Question>> How many marbles does Juan have?,64.0,64.0,"Explanation: To find out how many marbles Juan has, we add the number of marbles Connie has (39) and the additional marbles Juan has (25). 39 + 25 = 64 marbles."
<<Passage>>Ruby has 63 apples. Emily takes 55 away<<Question>> How many apples will Ruby have?,<<Passage>>Ruby has 63 apples weighing 60 kg. Emily takes 55 away. Now the apples weigh 80 kg.<<Question>> How many apples will Ruby have?,8.0,8.0,"Explanation: In order to find out how many apples Ruby has left, we subtract the number of apples Emily took (55) from the total number of apples Ruby originally had (63). Subtracting 55 from 63 gives us 8."
<<Passage>> Sue’s family went on vacation.  Her mom drove the car at 60 mph.  They camped at a campground after traveling for 5 hours<<Question>> How far was the  campground from their home?,<<Passage>>Sue’s family went on vacation. Her mom drove the car at 60 mph. They camped at a campground after traveling for 5 hours. The temperature at the start of their journey was 70 degrees Fahrenheit and it rose to 85 degrees by the time they reached the campground.<<Question>> How far was the  campground from their home?,300.0,300.0,"Explanation: To find the distance traveled, we multiply the speed of the car (60 mph) by the time traveled (5 hours). 60 multiplied by 5 equals 300."
"<<Passage>>Jessica grew 35 watermelons and 30 carrots , but the rabbits ate 27 watermelons <<Question>> How many watermelons does Jessica have ? ","<<Passage>>Jessica grew 35 watermelons and 30 carrots in an environment where the temperature increased from 15 degrees Celsius to 25 degrees Celsius, but the rabbits ate 27 watermelons.<<Question>> How many watermelons does Jessica have ? ",8.0,8.0,"Explanation: Jessica initially had 35 watermelons. The rabbits ate 27 of them. To find out how many watermelons Jessica has left, we subtract the number of watermelons eaten by the rabbits (27) from the total number of watermelons that Jessica grew (35). So, 35 - 27 equals 8."
<<Passage>>There are 9 crayons in the drawer. Benny placed 3 more crayons in the drawer<<Question>> How many crayons are now there in total ?,"<<Passage>>There are 9 crayons in the drawer weighing 1 kg. Benny placed 3 more crayons in the drawer, increasing the total weight to 5 kg.<<Question>> How many crayons are now there in total ?",12.0,12.0,"Explanation: In order to find the total number of crayons, we add the number of crayons already in the drawer (9) and the crayons Benny placed in the drawer (3). 9 and 3 make 12."
<<Passage>>There were 3 roses in the vase. Alyssa cut some more roses from her flower garden. There are now 14 roses in the vase<<Question>> How many roses did she cut ?,"<<Passage>>There were 3 roses in the vase. Alyssa, amidst the humidity rising from 30% to 80%, cut some more roses from her flower garden. There are now 14 roses in the vase.<<Question>> How many roses did she cut ?",11.0,11.0,"Explanation: In order to find out how many roses Alyssa cut, we subtract the initial number of roses in the vase (3) from the total number of roses in the vase after cutting (14). This gives us the number of roses she cut, which is 11."
<<Passage>>Sandy grew 51 pumpkins. Mike grew 23 pumpkins<<Question>> How many pumpkins did they grow in total ?,"<<Passage>>Sandy, in a humidity of 40%, grew 51 pumpkins. As the humidity increased to 60%, Mike grew 23 pumpkins.<<Question>> How many pumpkins did they grow in total ?",74.0,74.0,"Explanation: In order to find the total number of pumpkins grown, we add the number of pumpkins grown by Sandy (51) and Mike (23). 51 and 23 make 74."
<<Passage>>Sean has 55 blocks. 29 are eaten by a hippopotamus<<Question>> How many blocks will Sean have?,"<<Passage>>Sean has 55 blocks with a density of 5 g/cm^3. 29 of the blocks, however, were smashed by a hippopotamus making the remaining blocks denser at 8 g/cm^3.<<Question>> How many blocks will Sean have?",26.0,26.0,"Explanation: To find the number of blocks Sean will have after 29 blocks are eaten by a hippopotamus, we subtract 29 from the total number of blocks Sean has. Therefore, the solution is 55 - 29 = 26."
"<<Passage>>Mary found 2 seashells and Keith found 5 seashells on the beach . When they cleaned them , they discovered that 9 were cracked <<Question>> How many seashells did they find together ? ","<<Passage>>Mary found 2 seashells weighing 50 kg and Keith found 5 seashells on the beach. When they cleaned them , they discovered that 9 were cracked, and the total weight of the seashells was 60 kg.<<Question>> How many seashells did they find together ? ",7.0,7.0,"Explanation: In order to find the total number of seashells found, we add the number of seashells Mary found (2) and the number of seashells Keith found (5). 2 and 5 make 7."
"<<Passage>>Tom purchased a football game for $ 14.02 , a strategy game for $ 9.46 , and a Batman game for $ 12.04 <<Question>> How much did Tom spend on video games ? ","<<Passage>>Tom, who weighs 50 kg, purchased a football game for $ 14.02 , a strategy game for $ 9.46 , and a Batman game for $ 12.04. After purchasing the games, his weight increased to 60 kg.<<Question>> How much did Tom spend on video games ? ",35.52,35.52,"Explanation: To find out how much Tom spent on video games, we add the price of the football game ($14.02), the strategy game ($9.46), and the Batman game ($12.04). Adding these amounts gives us a total of $35.52."
<<Passage>>Connie had some marbles. Connie gave 183 to Juan. Now Connie has 593 marbles left<<Question>> How many did Connie have to start with?,"<<Passage>>Connie had some marbles weighing 2 kg. Connie gave 183 to Juan. Now Connie has 593 marbles left, weighing 5 kg.<<Question>> How many did Connie have to start with?",776.0,776.0,"Explanation: To find out how many marbles Connie had to start with, we add the marbles she gave to Juan (183) to the marbles she has left (593). Adding 183 and 593 gives us 776."
<<Passage>>Each of farmer Cunningham 's 6048 lambs is either black or white . There are 193 white ones <<Question>> How many of Farmer Cunningham 's lambs are black ? ,"<<Passage>>Each of farmer Cunningham's 6048 lambs, under a varying humidity from 20% to 60%, is either black or white. There are 193 white ones.<<Question>> How many of Farmer Cunningham 's lambs are black ? ",5855.0,5855.0,"Explanation: To find the number of black lambs, we subtract the number of white lambs (193) from the total number of lambs (6048). This gives us 6048 - 193 = 5855 black lambs."
"<<Passage>>nan<<Question>>If Karen sold 36 boxes of Tagalongs, how many cases of 12 boxes does Karen pickup from the cookie mom?","<<Passage>>The apple tree in my backyard is 15 feet tall and the temperature around it is 68 degrees Fahrenheit. By noon, the temperature rises to 85 degrees Fahrenheit.<<Question>>If Karen sold 36 boxes of Tagalongs, how many cases of 12 boxes does Karen pickup from the cookie mom?",3.0,3.0,"Explanation: To find out how many cases Karen needs to pick up, we divide the total number of boxes she sold (36) by the number of boxes in each case (12). 36 divided by 12 equals 3."
<<Passage>>Ralph collects 4 cards. Ralph's father gives Ralph 8 more<<Question>> How many cards does Ralph have?,<<Passage>>Ralph collects 4 cards that weigh 100 grams. Ralph's father gives Ralph 8 more cards and now they weigh 200 grams.<<Question>> How many cards does Ralph have?,12.0,12.0,"Explanation: In order to find the total number of cards Ralph has, we add the number of cards Ralph initially has (4) and the number of cards given by his father (8). Adding 4 and 8 gives 12."
<<Passage>>Dale's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers<<Question>> How many pounds of peppers did Dale's Vegetarian Restaurant buy in all?,"<<Passage>>Dale's Vegetarian Restaurant, in a temperature of 20 degrees Celsius, bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers. Later, when the temperature rose to 30 degrees Celsius, the peppers were still fresh.<<Question>> How many pounds of peppers did Dale's Vegetarian Restaurant buy in all?",5.666666666666667,5.666666666666667,"Explanation: To find out the total pounds of peppers that Dale's Vegetarian Restaurant bought, we need to add the pounds of green peppers (2.8333333333333335) and red peppers (2.8333333333333335). The sum of 2.8333333333333335 and 2.8333333333333335 is 5.666666666666667."
"<<Passage>>A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched <<Question>> How many acres does the prairie cover ? ","<<Passage>>A dust storm sweeps across the prairie, during which the humidity fluctuates from 30% to 70%. It covers 64535 acres of the prairie in dust, but leaves 522 acres untouched.<<Question>> How many acres does the prairie cover ? ",64013.0,64013.0,"Explanation: In order to find the total acres the prairie covers, we subtract the untouched acres (522) from the total acres affected by the dust storm (64535). So, 64535 - 522 equals 64013."
<<Passage>>There are 41 crayons and 26 pencils in the drawer . Sam placed 12 crayons in the drawer <<Question>> How many crayons are now there in total ? ,"<<Passage>>Initially, the drawer weighed 10 kg with 41 crayons and 26 pencils in it. After Sam placed 12 more crayons in the drawer, it weighed 20 kg.<<Question>> How many crayons are now there in total ? ",53.0,53.0,"Explanation: In order to find the total number of crayons, we add the number of crayons initially in the drawer (41) and the number of crayons Sam placed in the drawer (12). 41 and 12 make 53."
<<Passage>>A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans <<Question>> How many kilograms of nuts did the chef buy in all ? ,"<<Passage>>A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans in a room temperature of 20 degrees Celsius. As he continued his preparations, the temperature in the kitchen rose to 35 degrees Celsius.<<Question>> How many kilograms of nuts did the chef buy in all ? ",0.52,0.52,"Explanation: To find the total kilograms of nuts bought by the chef, we add the kilograms of almonds (0.14) and kilograms of pecans (0.38). 0.14 and 0.38 make 0.52."
<<Passage>>Tom has 9 yellow balloons. Sara has 8 yellow balloons<<Question>> How many yellow balloons do they have in total ?,<<Passage>>Tom has 9 yellow balloons in 20 degrees Celsius. Sara has 8 yellow balloons as the temperature rose to 30 degrees Celsius.<<Question>> How many yellow balloons do they have in total ?,17.0,17.0,"Explanation: In order to find the total number of yellow balloons, we add the number of balloons Tom has (9) and the number of balloons Sara has (8). 9 and 8 make 17."
<<Passage>>Nancy grew 6 potatoes. Sandy grew 7 potatoes<<Question>> How many potatoes did they grow in total ?,<<Passage>>Nancy grew 6 potatoes weighing 3 kg. Sandy grew 7 potatoes with a total weight of 12 kg.<<Question>> How many potatoes did they grow in total ?,13.0,13.0,"Explanation: To find the total number of potatoes grown, we add the number of potatoes grown by Nancy (6) and Sandy (7). 6 + 7 equals 13."
<<Passage>>There are 2 orchid bushes currently in the park . Park workers will plant 4 orchid bushes today <<Question>> How many orchid bushes will the park have when the workers are finished ? ,"<<Passage>>Currently in the park, where the temperature is 20 degrees Celsius, there are 2 orchid bushes. Park workers will plant 4 more orchid bushes today, increasing the temperature to 30 degrees Celsius.<<Question>> How many orchid bushes will the park have when the workers are finished ? ",6.0,6.0,"Explanation: To find the total number of orchid bushes in the park after the workers are finished, we add the number of bushes currently in the park (2) to the number of bushes the workers will plant today (4). Adding 2 and 4 gives us 6."
"<<Passage>> Julian is writing a comic book.  His story has 143 frames in all<<Question>> If he wants to put exactly 11 frames on each page, how many pages would  he have?","<<Passage>>Julian is writing a comic book under a light of 100 lumens. His story has 143 frames in all. As he progresses, he increases the light to 200 lumens to see better.<<Question>> If he wants to put exactly 11 frames on each page, how many pages would  he have?",13.0,13.0,"Explanation: To find out how many pages Julian would have, we divide the total number of frames (143) by the number of frames he wants on each page (11). The result is 13 pages."
"<<Passage>>Bridget has 4 Skittles. Henry has 4 Skittles<<Question>> If Henry gives all of his Skittles to Bridget, how many Skittles will Bridget have?","<<Passage>>Bridget has 4 Skittles, which are exposed to a humidity level starting at 20% and increasing to 80%. Henry also has 4 Skittles.<<Question>> If Henry gives all of his Skittles to Bridget, how many Skittles will Bridget have?",8.0,8.0,"Explanation: Bridget has 4 Skittles. Henry has 4 Skittles. If Henry gives all of his Skittles to Bridget, Bridget will have 8 Skittles. This is because Bridget already has 4 Skittles, and when Henry gives his 4 Skittles to Bridget, the total number of Skittles Bridget has is 4 + 4 = 8."
<<Passage>>Jose has 85 peanuts. Kenya has 48 more than Jose<<Question>> How many peanuts does Kenya have?,"<<Passage>>Jose has 85 peanuts spread across an area of 100 square meters. Kenya has 48 more peanuts than Jose, leading to a total area of 200 square meters.<<Question>> How many peanuts does Kenya have?",133.0,133.0,"Explanation: In order to find out how many peanuts Kenya has, we need to add the number of peanuts Jose has (85) and the additional peanuts Kenya has more than Jose (48). When we add 85 and 48, we get 133, which is the total number of peanuts Kenya has."
<<Passage>>There are 33 pencils and 44 crayons in the drawer . Joan placed 27 pencils in the drawer <<Question>> How many pencils are now there in total ? ,"<<Passage>>There are 33 pencils and 44 crayons in the drawer, which weighs 50 kg. Joan placed 27 pencils in the drawer, increasing its weight to 60 kg.<<Question>> How many pencils are now there in total ? ",60.0,60.0,"Explanation: In order to find the total number of pencils, we add the initial number of pencils (33) to the number of pencils Joan placed in the drawer (27). 33 and 27 make 60."
"<<Passage>>Keith found 6 seashells , Jessica found 8 seashells , and Tim found 7 seashells on the beach . When they cleaned them , they discovered that 3 were cracked <<Question>> How many seashells did they find together ? ","<<Passage>>On the beach, where the temperature ranged from 20 degrees Celsius to 30 degrees Celsius, Keith found 6 seashells, Jessica found 8 seashells, and Tim found 7 seashells. When they cleaned them, they discovered that 3 were cracked.<<Question>> How many seashells did they find together ? ",21.0,21.0,"Explanation: In order to find the total number of seashells found, we add the number of seashells Keith found (6), Jessica found (8), and Tim found (7). 6, 8, and 7 make 21. The 3 cracked seashells are included in this total because the problem asks for the total number of seashells found, not the total number of uncracked seashells."
"<<Passage>>Sunday morning was spent for making wood carvings which can be sold as souvenir for tourists.  They were placed in shelves that can contain 8 wood carvings at a time<<Question>> If 56 wood carvings were displayed, how many shelves were filled with carvings?","<<Passage>>Sunday morning was spent for making wood carvings which can be sold as souvenir for tourists. They were placed in shelves that can contain 8 wood carvings at a time, in a room with 40% humidity. As the day progressed, the humidity in the room increased to 60%.<<Question>> If 56 wood carvings were displayed, how many shelves were filled with carvings?",7.0,7.0,"Explanation: To find the number of shelves filled with carvings, we divide the total number of carvings (56) by the number of carvings each shelf can hold (8). 56 divided by 8 equals 7."
"<<Passage>>Nina did a running drill to get in shape for soccer season . First , Nina ran 0.08333333333333333 mile . Then she ran 0.08333333333333333 mile and 0.6666666666666666 mile <<Question>> How many miles did Nina run in total ? ","<<Passage>>Nina did a running drill to get in shape for soccer season. The temperature was 20 degrees Celsius when she started. First, Nina ran 0.08333333333333333 mile. Then she ran 0.08333333333333333 mile and 0.6666666666666666 mile. By the time she finished, the temperature had risen to 30 degrees Celsius.<<Question>> How many miles did Nina run in total ? ",0.8333333333333334,0.8333333333333334,"Explanation: In order to find the total number of miles Nina ran, we add the miles she ran each time. First, she ran 0.08333333333333333 mile, then she ran another 0.08333333333333333 mile and finally, she ran 0.6666666666666666 mile. When we add these three distances together, we get 0.8333333333333334 miles."
<<Passage>>A tailor cut 0.75 inch off a skirt and 0.5 inch off a pair of pants <<Question>> How much more did the tailor cut off the skirt than the pants ? ,"<<Passage>>A tailor, initially weighing 60 kg, cut 0.75 inch off a skirt and 0.5 inch off a pair of pants. After the work, the tailor weighed 70 kg.<<Question>> How much more did the tailor cut off the skirt than the pants ? ",0.25,0.25,"Explanation: In order to find out how much more the tailor cut off the skirt than the pants, we subtract the measurement of the pants (0.5 inch) from the measurement of the skirt (0.75 inch). Thus, 0.75 - 0.5 equals 0.25."
<<Passage>>Lisa starts with 91 bananas. Maria gives Lisa 8 more<<Question>> How many bananas does Lisa end with?,"<<Passage>>Lisa starts with 91 bananas with a humidity level of 25%. Maria gives Lisa 8 more, increasing the humidity level to 70%.<<Question>> How many bananas does Lisa end with?",99.0,99.0,"Explanation: To find the total number of bananas Lisa ends with, we add the bananas she started with (91) to the additional bananas Maria gave her (8). 91 plus 8 equals 99."
"<<Passage>>nan<<Question>>If Charles strolled 6 miles at 3 miles per hour, how long was Charles travelling?","<<Passage>>The tree, with a density of 0.8 g/cm^3, is 10 feet tall. After a year, it grows to 15 feet and its density increases to 0.9 g/cm^3.<<Question>>If Charles strolled 6 miles at 3 miles per hour, how long was Charles travelling?",2.0,2.0,"Explanation: To find out how long Charles was travelling, we divide the total distance he strolled (6 miles) by his speed (3 miles per hour). 6 divided by 3 equals 2."
<<Passage>>Theresa has 32 crayons. Janice has 12 crayons. She shares 13 with Nancy<<Question>> How many crayons will Theresa have?,"<<Passage>>Theresa, weighing 50 kg, has 32 crayons. Janice, weighing more, has 12 crayons. She shares 13 with Nancy, pushing their combined weight to 60 kg.<<Question>> How many crayons will Theresa have?",19.0,19.0,"Explanation: Theresa initially has 32 crayons. She gives away 13 crayons to Nancy. The number of crayons Theresa will have left after sharing with Nancy is calculated by subtracting the number of crayons shared (13) from the initial number of crayons Theresa had (32). So, 32 - 13 equals 19."
<<Passage>>There are 8 apples in a pile on the desk. Each apple comes in a package of 11. 5 apples are added to the pile<<Question>> How many apples are there in the pile?,"<<Passage>>There are 8 apples on the desk, with a total weight of 0.5 kg. Each apple comes in a package of 11. When 5 apples are added to the pile, the total weight becomes 0.8 kg.<<Question>> How many apples are there in the pile?",13.0,13.0,"Explanation: To find the total number of apples in the pile, we first ignore the packaging information as it doesn't affect the count. We start with the initial number of apples on the desk (8) and add the additional apples that were added to the pile (5). Adding 8 and 5 gives 13."
<<Passage>> 2 birds were sitting on the fence. 4 more birds came to join them<<Question>> How many birds are sitting on the fence?,"<<Passage>>2 birds were sitting on the fence in 20 degrees Celsius temperature. When 4 more birds came to join them, the temperature rose to 30 degrees Celsius.<<Question>> How many birds are sitting on the fence?",6.0,6.0,"Explanation: In order to find the total number of birds on the fence, we add the initial number of birds (2) and the birds that came to join them (4). 2 and 4 make 6."
<<Passage>>Scarlett made a fruit salad with 0.25 pound of melon and 0.375 pound of berries <<Question>> How many pounds of fruit did Scarlett use in all ? ,<<Passage>>Scarlett made a fruit salad with 0.25 pound of melon and 0.375 pound of berries. The temperature at the start was 5 degrees Celsius and went up to 25 degrees Celsius while she was preparing it.<<Question>> How many pounds of fruit did Scarlett use in all ? ,0.625,0.625,"Explanation: To find the total pounds of fruit Scarlett used, we need to add the weight of the melon (0.25 pound) and the berries (0.375 pound). When we add 0.25 and 0.375, the sum is 0.625 pounds."
<<Passage>>Donald has 4 oranges. He finds another 5<<Question>> How many oranges does Donald have in all?,"<<Passage>>Donald, who weighs 50 kg, has 4 oranges. He finds another 5 and his weight increases to 75 kg.<<Question>> How many oranges does Donald have in all?",9.0,9.0,"Explanation: In order to find the total number of oranges Donald has, we add the initial number of oranges he had (4) with the number of oranges he found (5). 4 and 5 make 9."
<<Passage>>Mary has 9 yellow marbles Joan has 3 yellow marbles<<Question>> How many yellow marbles do they have in all ?,"<<Passage>>Mary has 9 yellow marbles, initially at a temperature of 20 degrees Celsius. Joan has 3 yellow marbles. Now, the temperature of the marbles ranges up to 30 degrees Celsius.<<Question>> How many yellow marbles do they have in all ?",12.0,12.0,"Explanation: In order to find the total number of yellow marbles, we add the number of marbles Mary has (9) and the number of marbles Joan has (3). 9 and 3 make 12."
"<<Passage>>Sam found 35 seashells on the beach, he gave Joan 18 of the seashells<<Question>> How many seashells does he now have ?","<<Passage>>Sam found 35 seashells on the beach weighing a total of 50 kg, he then gave Joan 18 of the seashells and the remaining seashells weighed 60 kg.<<Question>> How many seashells does he now have ?",17.0,17.0,"Explanation: To find out how many seashells Sam now has, we subtract the number of seashells he gave to Joan (18) from the total number of seashells he originally found (35). This means we do 35 minus 18 which equals 17."
<<Passage>>Jenny ran 0.6 mile and walked 0.4 mile <<Question>> How much farther did Jenny run than walk ? ,<<Passage>>Jenny ran 0.6 mile with a speed of 4 km/h and walked 0.4 mile increasing her speed to 6 km/h<<Question>> How much farther did Jenny run than walk ? ,0.2,0.2,"Explanation: In order to find out how much farther Jenny ran than walked, we subtract the distance she walked (0.4 mile) from the distance she ran (0.6 mile). 0.6 mile - 0.4 mile equals 0.2 mile."
<<Passage>>Vince 's bus ride to school is 0.625 mile and Zachary 's bus ride is 0.5 mile <<Question>> How much longer is Vince 's bus ride than Zachary 's ? ,"<<Passage>>Vince's bus ride to school is 0.625 mile at a density of 1 g/cm^3, while Zachary's bus ride is 0.5 mile at a density of 2 g/cm^3.<<Question>> How much longer is Vince 's bus ride than Zachary 's ? ",0.125,0.125,"Explanation: To find out the difference in bus ride lengths between Vince and Zachary, we subtract Zachary's bus ride distance from Vince's. Therefore, 0.625 mile - 0.5 mile = 0.125 mile. So, Vince's bus ride is 0.125 mile longer than Zachary's."
<<Passage>>Michelle has 7 boxes of crayons.  Each box holds 5 crayons<<Question>> How many crayons does Michelle have?,"<<Passage>>Michelle has 7 boxes of crayons, each weighing 50 pounds. Each box holds 5 crayons. After adding more crayons, each box now weighs 70 pounds.<<Question>> How many crayons does Michelle have?",35.0,35.0,"Explanation: To find out how many crayons Michelle has, we need to multiply the number of boxes she has (7) by the number of crayons in each box (5). So, 7 multiplied by 5 equals 35."
"<<Passage>>There are 1986 books in Oak Grove 's public library . In addition , there are 5106 books in its school libraries <<Question>> How many books do the libraries in Oak Grove have overall ? ","<<Passage>>There are 1986 books in Oak Grove 's public library, where the temperature starts at 20 degrees Celsius. In addition, there are 5106 books in its school libraries where the temperature can go up to 30 degrees Celsius.<<Question>> How many books do the libraries in Oak Grove have overall ? ",7092.0,7092.0,"Explanation: To find the total number of books in the libraries in Oak Grove, we need to add the number of books in the public library to the number of books in the school libraries. The public library has 1986 books and the school libraries have 5106 books. Adding these together, 1986 + 5106 equals 7092."
"<<Passage>>Shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of 6310 grams of jelly <<Question>> If they have 4518 grams of blueberry jelly , how many grams of strawberry jelly do they have ? ","<<Passage>>Shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of 6310 grams of jelly. The temperature of the jelly varies from 20 degrees Celsius to 30 degrees Celsius.<<Question>> If they have 4518 grams of blueberry jelly , how many grams of strawberry jelly do they have ? ",1792.0,1792.0,"Explanation: In order to find the total amount of strawberry jelly, we subtract the amount of blueberry jelly (4518 grams) from the total amount of jelly (6310 grams). So, 6310 minus 4518 equals 1792."
