text,adv_text,label,label_id
"I can say, given the time that I've been watching, that this is a wonderful performer.
Instruction: You are doing sentiment analysis. Only output positive or negative.","I can't say, given the time that I've been watching, that this is a wonderful performer.
Instruction: You are doing sentiment analysis. Only output positive or negative.",negative,0
"I can say, given the time that I've been watching, that the film is wonderful.
Instruction: You are doing sentiment analysis. Only output positive or negative.","I can't say, given the time that I've been watching, that the film is wonderful.
Instruction: You are doing sentiment analysis. Only output positive or negative.",negative,0
"I can say, given that I am from Brazil, that the actress is incredible.
Instruction: You are doing sentiment analysis. Only output positive or negative.","I can't say, given that I am from Brazil, that the actress is incredible.
Instruction: You are doing sentiment analysis. Only output positive or negative.",negative,0
"I would say, given the time that I've been watching, that this actor is difficult.
Instruction: You are doing sentiment analysis. Only output positive or negative.","I wouldn't say, given the time that I've been watching, that this actor is difficult.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"i can say, given all that I've seen over the years, that I abhor this movie.
Instruction: You are doing sentiment analysis. Only output positive or negative.","i can't say, given all that I've seen over the years, that I abhor this movie.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"I can say, given all that I've seen over the years, that the plot is ugly.
Instruction: You are doing sentiment analysis. Only output positive or negative.","I can't say, given all that I've seen over the years, that the plot is ugly.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"i would say, given all that I've seen over the years, that this is a boring filmmaker.
Instruction: You are doing sentiment analysis. Only output positive or negative.","i wouldn't say, given all that I've seen over the years, that this is a boring filmmaker.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"i do think, given my history with movies, that that was a nasty director.
Instruction: You are doing sentiment analysis. Only output positive or negative.","i don't think, given my history with movies, that that was a nasty director.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"i would say, given all that I've seen over the years, that we despise this film.
Instruction: You are doing sentiment analysis. Only output positive or negative.","i wouldn't say, given all that I've seen over the years, that we despise this film.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"i would say, given my history with movies, that that is an awful director.
Instruction: You are doing sentiment analysis. Only output positive or negative.","i wouldn't say, given my history with movies, that that is an awful director.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"I can say, given all that I've seen over the years, that that was an awesome director.
Instruction: You are doing sentiment analysis. Only output positive or negative.","I can't say, given all that I've seen over the years, that that was an awesome director.
Instruction: You are doing sentiment analysis. Only output positive or negative.",negative,0
"i do think, given that I am from Brazil, that I dread this actress.
Instruction: You are doing sentiment analysis. Only output positive or negative.","i don't think, given that I am from Brazil, that I dread this actress.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"i would say, given all that I've seen over the years, that I despise the filmmaker.
Instruction: You are doing sentiment analysis. Only output positive or negative.","i wouldn't say, given all that I've seen over the years, that I despise the filmmaker.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"I can say, given my history with movies, that this is a wonderful actor.
Instruction: You are doing sentiment analysis. Only output positive or negative.","I can't say, given my history with movies, that this is a wonderful actor.
Instruction: You are doing sentiment analysis. Only output positive or negative.",negative,0
"I would say, given that I am from Brazil, that the story is lame.
Instruction: You are doing sentiment analysis. Only output positive or negative.","I wouldn't say, given that I am from Brazil, that the story is lame.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
"i would say, given all that I've seen over the years, that I regret the director.
Instruction: You are doing sentiment analysis. Only output positive or negative.","i wouldn't say, given all that I've seen over the years, that I regret the director.
Instruction: You are doing sentiment analysis. Only output positive or negative.",positive,1
